<tag>  vz7.189.x     vz7.190.x     SUBJECT
match  89b57154a2a1  29abaa570482  ext4: add mfsync support
match  a8469d3ee981  5c197edf53a6  ext4: Add ioctl EXT4_IOC_SET_RSV_BLOCKS V2
match  5562026db3b9  4741a01a302d  ms/ext4: add optimization for the lazytime mount option
match  2375833c6a1e  f576c6638361  ms/ext4: fix lazytime optimization
match  71cee950c9e4  b90d00e8239c  pfcache/ext4: drop pfcache csum on fallocate
match  f1cf54a6cc82  d247584be940  pfcache: do not account peer files to memcg
match  e03f374ad12d  a106432f4568  rh/ext4: release leaked posix acl in ext4_acl_chmod
match  934a454fb8ee  fb7a8380c644  rh/ext4: release leaked posix acl in ext4_xattr_set_acl
match  b769e20e4790  5f5f4f01b8f4  ext4: don't iterate over sbi->s_es_list more than the number of elements
match  3c763b7abb47  c3d13534fc63  ve/xattr: prohibit getxattr/setxattr trusted.pfcache
match  e25954b820af  b781ae61e444  ve/xattr: allow to set trusted.xxx for container admin
match  f7cf7a53ac8b  73f52ca5dad5  pfcache: hide trusted.pfcache from listxattr
match  ad73b0c347bb  135faeaf8efb  pfcache/ub: account pfcache peer files in ub0
match  1d31d4552b57  733b4390648a  pfcache/fork: don't inherit vm_private_data on fork
match  9770ea52a6ab  784a27ef36d5  mm/iolimits: fix double I/O accounting for iolimits
match  94b23e76c334  0bd5f44a2947  sched/vziolimit: Port diff-fairsched-do-not-account-iothrottled-tasks-in-loadavg-core
match  b7837f9ceed2  48c112a2f34f  vziolimit: Add vziolimit driver
match  a00b21633419  8d1279c53476  vziolimit: add bc cgroup control
match  79dc3feb484e  565703036220  vziolimit: port diff-ubc-iostat-wire-vziolimit-into-deadline-io_scheduler
match  b8319e8e94ad  2afb94137c21  cfq/vziolimits: add virtinfo hook for vziolimits
match  7940b1846f73  eaf11c541d5a  config.OpenVZ: add "vziolimit" module
match  aa8aa9167b6d  7472290745d2  vziolimit/fs/ext4: allow to throttle due to iolimit while reading directory blocks
match  ce2d4c3fcf6e  0260c301e8e5  memcg/bc: account dcache size
match  c96ffccc6b8a  e8960f8478f3  mm: memcontrol: add stats for reclaimable and unreclaimable stats
match  2abe6c0fede6  ce3cd0ee46eb  mm/memcg: improve mem_cgroup_dcache_is_low() performance.
match  bb29deba5a84  2fad8516ee84  mm/memcg: get precise stat2 counters for statistics.
match  c3c44f0609e7  8ee4fedf62e4  arch: x86: perf_event_intel: do not taint kernel when irq loop is stuck
match  32216df552f7  18e96b788414  ve/vdso: x86-64 -- Implement kernel version virtualization
match  7281aa3d7f7c  0d888fcf324f  ve/vdso: x86-32 -- Implement kernel version virtualization
match  a2305036a330  923ae8e7e8d4  ve/vdso: x86 -- Eliminate race in vdso allocation, v2
match  8edf5a856089  55b8d035ce3a  ve/vdso: x86 -- Disable virtualization in native x86-32 mode
match  8cf804d8a3bf  e2b78f05f7f9  x86/vdso: Fix build failure with GCC5
match  872cf6cf5035  ef6585dd2d00  x86/arch_prctl/vdso: add ARCH_MAP_VDSO_*
match  0e16cce8c677  e67f50eb3561  x86/vdso/prctl: fail if vdso present in ARCH_MAP_VDSO_32
match  05b84f8b551c  de3428deb684  x86/vdso/prctl: Return size of vdso blob for ARCH_MAP_VDSO_32
match  79c2b58ff8c6  d36bb1df86b6  ve/vdso: virtualized monotonic gettime through vdso
match  2cf5282fbb4c  0c0b9d0d05de  x86/vdso: Add 64-bit vdso map API
match  16f297cf9829  4ce73eb23808  x86/mm: Support mremap()'ing vdso vma
match  f960ef42cca9  121f88180646  ms/x86: standardize mmap_rnd() usage
match  29f7cf146417  bfc9a5d955de  ms/x86/mm: Introduce arch_rnd() to compute 32/64 mmap random base
match  ddebf0e36b6c  daf643cdc75a  ms/x86/mm: Add task_size parameter to mmap_base()
match  24cb8f49edf5  fdc0983e6a59  ms/x86/mm: Introduce mmap_compat_base() for 32-bit mmap()
match  fee8b47e5125  2720b497fb05  ms/x86/mm: Make mmap(MAP_32BIT) work correctly
match  bdf27921b797  154587f07c29  ms/x86/hugetlb: Adjust to the new native/compat mmap bases
match  ac4ccd187061  90983b1c37b4  ms/x86/mm: Make in_compat_syscall() work during exec
match  b5a1c73b16b4  c72c195520ee  ms/mm: introduce kv[mz]alloc helpers
match  c2d659774e25  875ed25c9f70  ms/mm: memcontrol: use vmalloc fallback for large kmem memcg arrays
match  a682ab28090b  aee1fe27956c  mm/memcg: limit page cache in memcg hack
match  37afabe8b717  e0b1f227140d  ms/mm, thp: Do not make page table dirty unconditionally in touch_p[mu]d()
match  a9094ff6a400  c19509b7fb75  ms/ipc/shm: handle removed segments gracefully in shm_mmap()
match  c1e44e04f4a2  33f8f797f21b  ms/asm-generic: drop unused pte_file* helpers
match  84ded83d4f1e  bff2a59d0253  ms/x86: drop _PAGE_FILE and pte_file()-related helpers
ok     d2147f98ec5b  a8b991bab865  arch/x86: introduce cpuid override
match  5b3770d92eb5  27e6f62b06e3  arch/x86: only enable cpuid faulting for containers
match  8c9ec3480769  c04fc92ac369  arch/x86: disable cpuid faulting on reboot and cpu offline
match  d905e145ebed  9cd97807c854  x86: cpuinfo: Refactor c_start()
match  5748ffebb619  1eb39249e737  x86: Show vcpu cpuflags in cpuinfo
match  5cd7985a5a85  c36a2c8f41ed  ms/seccomp: add ptrace options for suspend/resume
match  3c9c737784ed  a4fa07ecd69d  ms/seccomp, ptrace: add support for dumping seccomp filters
match  2bca4fc9bb2d  d3c8ec9c1e16  ve/seccomp, ptrace: Save original BPF program when setting the filer
match  eb410ec6a201  3efa076085c6  config.OpenVZ: enable CONFIG_LOCALVERSION_AUTO
match  1b96d1df6e2d  15659be01b33  config.OpenVZ: enable fencing watchdog for HA cluster support
match  9dc0dfe83068  445efe2ed531  x86: "pages zeroing on free" option introduced
match  94dc3edfaa0d  dd8f4b5f15ed  config.OpenVZ: enable NBD module
match  53c078862e8f  cce4aae67b7f  config.OpenVZ.debug: Enable audit subsystem in config"
match  25b79cf0d679  3a0cc1d2cdd1  config.OpenVZ: enable TAP accounting
match  3668af355fa2  3cb586f3298c  config.OpenVZ: disable RH_KABI_SIZE_ALIGN_CHECKS
match  b17074d97c5b  1f139bfd0891  config.OpenVZ.debug: enable panic-on-oops in debug kernel
match  118d7cab844a  d310d117909d  drivers/bnx2x: Limit setting of the max mtu
match  145a55618487  39bf58558f25  drivers/target/mhvtl: introduce a virtual tape module
match  af89a0fe7d6d  1620580ce8ab  config.OpenVZ: add mhvtl virtual tape module
match  25032c4d8b54  fd0ff43aec22  config.OpenVZ: add more options (disabled) which depend on EXPERT
match  5018675ec462  e309a27dca74  config-vz: add DISABLE_DEV_COREDUMP=n option
match  6a2ffacf7dc0  3d91793f4dfa  config.OpenVZ: increase default value for vm.mmap_min_addr
match  55b4bf0e06d6  9dd42cedfda3  config: Enable CONFIG_TCM_QLA2XXX module
match  fcab8dbf11d5  54ecffbf6dff  Kconfig.openvz: force CGROUP_PERF if compiling VZ Containers code
match  969380e55028  b4a274d1d155  rh/drm: fix compilation
match  37638bfc65b6  731a4ab2bf9f  scsi/debug: make scsi error loud
match  39eef71da3ba  ad3fcef15836  debug/scsi: debug Scsi_Host recovery
match  0a0e20a7b04b  e7589f15165a  scsi: fix the issue that iscsi_if_rx doesn't parse nlmsg properly
match  205235ebca9b  9cc3bd77b933  ms/mvsas: fix misleading indentation
match  c37f2f5f4b70  31cc2831a4a3  scsi: rollback to reset request in a request timer handler
match  c20540c9b17d  74d0b8cef44f  ms/scsi: libsas: fix error when getting phy events
match  6c4bfd8fd422  8c33d4adb64e  trace: add debug prints to nail down busyloop in tracing_read_pipe
match  cfa23b26b094  9a4a85477832  irq: make definition of irq_set_vcpu_affinity() static
match  06e30e9933b6  20cab7e1382e  wait: Teach do_wait() to know entered tasks
match  cad91ce98ca0  f5f50d998099  kernel: call task_work_run() before exit_task_namespaces()
match  f0c7398fc23b  e5acbf98229b  license: put correct copyrights into file headers
match  d5da8cdd67d2  4211a98fbfab  modules: set module author for Virtuozzo modules
ok     b2629a6db987  d6f18ad791fe  ms/kernel: add kcov code coverage
match  3fe8895a6e68  b3d4f05ad1d1  ms/kcov: don't trace the code coverage code
match  7c61fbc4a2bc  1844dcbc87c3  ms/kcov: don't profile branches in kcov
match  20a9bb99b3a7  a68479474660  ms/kcov: properly check if we are in an interrupt
match  97e8e86a0b8f  d9f6ab39a883  config.OpenVZ: add kcov code coverage
match  6bd32960d189  266c0d7ac881  kcov: do not instrument lib/stackdepot.c
match  7d84f29f6f84  318a08912e6b  lib/stackdepot.c: bump stackdepot capacity from 16MB to 128MB
match  b0179c8b133d  5f5c3926bca8  sunrpc: add "kill-tasks" proc entry
match  150fa5526c54  0b1cf699a1c7  sunrpc: bring back SUNRPC task abort logic
match  7676a3c813b2  f36b35d90ab7  sunrpc: pending tasks kill helper added
match  60184ea10d92  325e63bd2b0f  sunrpc: fix race between "kill_tasks" set and actual task killing
match  65ace54b9716  a0b996922a95  sunrpc: use rpc_killall_tasks helper when "kill_tasks" toggle is raised
match  09c354e1511d  76d34c8765de  sunrpc: do not place task to sleep if has to be killed
match  2852125ff33c  feb9d9f351ad  sunrpc: take net from task client only is available
match  c1e518519637  5a61923b6970  ms/KEYS: don't let add_key() update an uninstantiated key
match  419e361894c9  d5c720ef3619  ms/keys: fallback to user_match if type->match is not available.
match  9252e73c6733  a8ca117d4193  dm-crypt: add ability to use keys from the kernel key retention service
match  8952d4b45a35  10990146af4c  block/nbd: use REQ_TYPE_DRV_PRIV instead of REQ_TYPE_SPECIAL
match  770763ad0d8c  650bf12f75f0  ms/block: fix use-after-free in sys_ioprio_get()
match  d6627a5084b7  ccd6fc2e0a1e  ms/posix_acl: Clear SGID bit when setting file permissions
match  7a2305ce380a  cfaf9cd88afb  ms/kernel/groups: Use __GFP_NOWARN on user triggerable allocation
match  6f10f92cb589  05683fa8db9f  ms/cgroup: fix rmdir EBUSY regression in 3.11
match  09cefe6bc8e0  ad17b136e704  ms/percpu: fix this_cpu_sub() subtrahend casting for unsigneds
match  75f8b74790e5  4cbe954829b6  ms/kernel/groups: Account group_info allocations
match  907b677f510e  01dd2da040b2  ms/iovec: make sure the caller actually wants anything in memcpy_fromiovecend
match  5b7c63d25b55  c17e96979ec5  ms/pvclock: introduce seqcount-like API
match  8a0d17e6e20e  ce5604fd0606  ms/xfrm_user: validate XFRM_MSG_NEWAE XFRMA_REPLAY_ESN_VAL replay_window
match  453e1b790975  b567f1a5ff46  ms/xfrm_user: validate XFRM_MSG_NEWAE incoming ESN size harder
match  00aff689dec0  1aae463732b6  ms/ipsec: Fix aborted xfrm policy dump crash
match  e936ee55907f  89e7810d5d08  ms/futex: Fix potential use-after-free in FUTEX_REQUEUE_PI
match  03ca48d61b3f  2a6cf4f906f2  ms/tracing/filter: Do not allow infix to exceed end of string
match  f96d1f4782a4  db024d8bc62f  ms/pidns: fix free_pid() to handle the first fork failure
match  d929de01989c  b297c466b629  ms/ipc/shm: Fix shmat mmap nil-page protection
match  da24422eb4fa  d30cf105a304  ms/prctl: Allow local CAP_SYS_ADMIN changing exe_file
match  58baf1c2b1bd  fd1b6c142ef4  ms/pid_ns: Fix race between setns'ed fork() and zap_pid_ns_processes()
match  130e20e639c3  f0bc674712bd  ms/kcmp: add KCMP_EPOLL_TFD mode to compare epoll target files
match  1fe442679945  3792c3758bf9  ms/procfs: fdinfo: extend information about epoll target files
match  313f395d0776  32790dfa10ad  ms/kcmp: fs/epoll: wrap kcmp code with CONFIG_CHECKPOINT_RESTORE
match  ff5fe099ddaf  00aa1f212beb  ms/kprobes/x86: Return correct length in __copy_instruction()
match  eee08a405fd1  96d2c19c9093  ms/ /proc/PID/status: show all sets of pid according to ns
match  dd6b67a5ac7c  c4c276d18429  ms/x86/spinlock: Replace ACCESS_ONCE with READ_ONCE
match  cbd90130354e  74d47879ecf1  ms/x86/ticketlock: Fix spin_unlock_wait() livelock
match  ba45122cb222  b8c8fbf270e2  ms/x86/spinlocks/paravirt: Fix memory corruption on unlock
match  19e1e63f6c5f  cc0d6ee06d67  ms/pty: Remove pty_unix98_shutdown()
match  6974821efd6b  7dc024a451b1  ms/devpts: fix null pointer dereference on failed memory allocation
match  35259ec7a212  53e2495a2cdd  ms/workqueue: fix ghost PENDING flag while doing MQ IO
match  d0e66e951836  4bd0195c51ec  ms/x86: Fix norandmaps/ADDR_NO_RANDOMIZE
match  a0c9142f30fb  e0c372d09e74  ms/kernel/kcmp.c: drop branch leftover typo
match  39d7df7f012f  51ebafb64339  ms/trylock_super(): replacement for grab_super_passive()
match  27e408673ecd  735a03d62c7e  ms/pidns: fix NULL dereference in __task_pid_nr_ns()
match  f2b4c916961a  c1cb405aaff4  ms/new helper: wait_event_killable_exclusive()
match  8fee61471834  c4603541aa7a  ms/module: Optimize __module_address() using a latched RB-tree
match  3f35cc17c349  52ad6aee771f  ms/module: Fix load_module() error path
match  ec5603132a29  aadc56a26128  ms/kernel/ucount.c: mark user_header with kmemleak_ignore()
match  eb8b4cb5b4cc  6bb97e2309c5  connector: bump skb->users before callback invocation
match  0541bfc5f122  1d00ca78730a  connector: remove redundant input callback from cn_dev
match  7237c2997174  bc65e4b34ade  connector: store all private data on VE structure
match  697b7384de42  d2c993f0860b  connector: introduce VE-aware get_cdev() helper
match  5efe4f1a28f5  2956bc0c4ebd  connector: per-ve init and fini helpers introduced
match  2bbbd2030343  d9e9a2b21084  connector: use device stored in VE
match  b40efaaa57dc  63d372668793  connector: per-ve helpers intoruduced
match  0522c6eafdd5  00b6c86b6376  connector: take cn_already_initialized from VE
match  c6d445e801d9  bfe0621d7531  proc connector: generic proc_event_connector() helper introduced
match  0bb2a6e8dcc1  cd8e60caccbc  proc connector: use generic event helper for fork event
match  79f5dda95d7b  3578b2e01d77  proc connector: use generic event helper for exec event
match  a64b2a49b25f  a9eda381aee6  proc connector: use generic event helper for id event
match  c1299ae6600f  6af2cab20df8  proc connector: use generic event helper for sid event
match  6d099465e699  258c3e3e3482  proc connector: use generic event helper for ptrace event
match  38dacfa2fef7  a6b5d1fc19ec  proc connector: use generic event helper for comm event
match  a91d83f1276b  1e5143d99282  proc connector: use generic event helper for coredump event
match  775cb7d09fe9  cf2594b50ff9  proc connector: use generic event helper for exit event
match  a9031c5b4527  b59f0f18fa0d  proc connector: add pid namespace awareness
match  d83b21bc2b4f  df107df3c157  proc connector: add per-ve init and fini foutines
match  e32c546e6d88  3a2a4e9b47ed  proc connector: call proc-related init and fini routines explicitly
match  2f90cd5a3108  34c9f53cb5ef  proc connector: take number of listeners and per-cpu conters from VE
match  c5880ae0af5c  d73a31511119  proc connector: pass VE to event fillers
match  6b5865772779  78c6b990590a  proc connector: take namespaces from VE
match  640094232fd6  ad1bb3d4ae31  proc connector: use per-ve netlink sender helper
match  2898027a1e96  775184519c1d  proc connector: send events to both VEs if not in VE#0
match  e64f734875d1  e7a5c7566008  connector: containerize "connector" proc entry
match  9f65f8d7199f  831d82b143b1  connector: take VE from socket upon callback
match  2299c64f30d9  0ee5ad48926e  connector: add VE SS hook
match  86d74ae91b38  b04ef428a137  fence-watchdog: Add fence-watchdog driver
match  967339a53af4  3549d80c6f2d  fence-watchdog: Add xt_wdog_tmo netfilter match
match  fa10674798a8  b7f3f22109a5  fence-watchdog/arptables: add ability to filter by watchdog timeout
match  e1f2b4f24633  bdbf726b11b0  ip_vzprivnet: Add ip_vzprivnet driver
match  9fbecc43b7d3  69c56d91ed48  ip6_vzprivnet: Add ip6_vzprivnet driver
match  c4c3581a0cbf  ece098514946  vzprivnet: Enable module in configs
match  f884b2f3fb7f  f8b0e336138c  vzprivnet: classify_write() cleanup
match  371fa1711329  e94edad59ac2  netfilter/vzprivnet: Fix memleaks of 'struct seq_operations'
match  05c655dc17a7  48b51a89b635  ms/fuse: use list_for_each_entry() for list traversing
match  96e3b2ec92a7  12db5c356c88  ms/fuse: flush requests on umount
match  c9e2f356542a  d5063e6de577  ms/fuse: add memory barrier to INIT
match  696184833810  4158ba187cae  ms/fuse: fix background request if not connected
match  bcda203c4efd  e4940f036da7  ms/fuse: reset waiting
match  938791749fbf  9103b7a5dbfd  ms/fuse: account as waiting before queuing for background
match  53541ddba3f1  ca7f61784739  ms/fuse: check conn_error earlier
match  9d68fbc7de5d  e53bca4fe964  ms/fuse: fold fuse_request_send_nowait() into single caller
match  3d8ad2768ed5  16b140a1068b  ms/fuse: call fuse_abort_conn() in dev release
match  f1b579e62ec8  4a09fabe28c4  ms/fuse: simplify request abort
match  4e7193390981  ebaae9c7fbf8  ms/fuse: req use bitops
match  1bc50fec12df  93ac1dd4c2a2  ms/fuse: use per req lock for lock/unlock_request()
match  42803829d3ae  0075473ca864  ms/fuse: fold helpers into abort
match  d8bd000b2adb  fed380935953  ms/fuse: rework abort
match  c6cbe4b50b9d  40546bb9430d  ms/fuse: simplify unique ctr
match  fbc27046afe5  731c43698ed1  ms/fuse: don't hold lock over request_wait_answer()
match  162bb7725580  cb1996d884cf  ms/fuse: simplify req states
match  3f6d2bcfc3c1  564182e1199c  ms/fuse: req state use flags
match  436aca5b494b  81f5c7224e21  ms/fuse: separate out input queue
match  df08a307e577  1ccb646c2f82  ms/fuse: duplicate ->connected in iqueue
match  bd1bb90de97e  ecd7c14aed39  ms/fuse: abort: group iqueue accesses
match  5d1f2d6cdfee  c825c1af3a59  ms/fuse: dev read: split list_move
match  22887931f8c2  8bf8d12a4c11  ms/fuse: iqueue locking
match  6393d2fb060a  fe55b084256d  ms/fuse: allow interrupt queuing without fc->lock
match  772cf2ec3681  9d54723f991c  ms/fuse: no fc->lock for iqueue parts
match  f50a09c38018  5e25a5230549  ms/fuse: simplify request_wait()
match  790b898087eb  9ddaa52b7a14  ms/fuse: separate out processing queue
match  3ca60e7905e5  bc0ef61f9093  ms/fuse: duplicate ->connected in pqueue
match  e16481bffe9e  259be82cc38b  ms/fuse: move list_del_init() from request_end() into callers
match  cd516bb8ad30  3ce1c59f06a4  ms/fuse: cleanup fuse_dev_do_read()
match  e84e9fd7b170  1e2e8a78b717  ms/fuse: abort: group pqueue accesses
match  560da44de6be  9bf88c1ad43c  ms/fuse: pqueue locking
match  c72713437a73  05009849fa70  ms/fuse: add req flag for private list
match  ae4003636163  ad2c613bc145  ms/fuse: request_end(): do once
match  11c850c0a3c5  b4f02e873061  ms/fuse: cleanup request_end()
match  80f3cec3ca46  a5d6f31cceb7  ms/fuse: no fc->lock in request_end()
match  5fa11dd3698a  558b085b99dd  ms/fuse: no fc->lock for pqueue parts
match  8a1bfaeaf825  d6f72984ebfa  ms/fuse: abort: no fc->lock needed for request ending
match  a06749a27ccc  19a0406cdf8d  ms/fuse: device fd clone
match  6522bd2c27f6  160b23335674  ms/fuse: introduce per-instance fuse_dev structure
match  b69dddc06604  e8f067eb7f78  ms/fuse: separate pqueue for clones
match  16bde6e3c9b3  cd84c02031f6  ms/fs/fuse: fix ioctl type confusion
match  fcbf19392a17  92f8abadc978  ms/fuse: don't mess with blocking signals
match  229b7b7cc4a3  43aef124d891  ms/fuse: use filemap_check_errors()
match  7391aa63228e  6890394f4d2a  ms/fuse: clear FR_PENDING flag when moving requests out of pending queue
match  6a37f1819d12  9d90bea1ca9c  ms/fuse: fix use after free issue in fuse_dev_do_read()
match  9cc70aba211f  cf0baeb3657d  ms/fuse: convert to errseq_t based error tracking for fsync
match  2487be04ec9a  67efbe7303de  ms/fuse: use kvmalloc to allocate array of pipe_buffer structs.
match  24ed48423bf7  e97f5caba717  ms/fuse: reduce allocation size for splice_write
match  5e4607891276  cc4443fe8fc9  ms/fuse: Fix use-after-free in fuse_dev_do_read()
match  a2418932124a  b3651ecb75fd  ms/fuse: Fix use-after-free in fuse_dev_do_write()
match  2c83a028ff13  de172abeb81a  ms/fuse: set FR_SENT while locked
match  48de6cfcfa3d  958a2b8f55a9  ms/fuse: use list_first_entry() in flush_bg_queue()
match  2875831f117c  41e77ac2f30f  ms/fuse: introduce fc->bg_lock
match  71c3e00a0f7e  8f52e178adf7  ms/fuse: do not take fc->lock in fuse_request_send_background()
match  985193af5a57  fcd3e2427641  ms/fuse: change interrupt requests allocation algorithm
match  e1a7a9575436  8780add91b84  ms/fuse: kill req->intr_unique
match  8dee015ba8b9  2d985ef634e9  ms/fuse: fix unlocked access to processing queue
match  4a5950b9da7b  2f1c28a4eba7  ms/fuse: Use hash table to link processing request
match  c6454f238ae6  eabb37aaada7  ms/fuse: Kill fasync only if interrupt is queued in queue_interrupt()
match  5469c7d7ac14  6ba0e312d750  ms/fuse: fix double request_end()
match  8e5e3c1f4e3f  560ce6d151d3  ms/fuse: umount should wait for all requests
match  0208ab052d4b  4eef9bd59c32  ms/fuse: Optimize request_end() by not taking fiq->waitq.lock
match  9ea40730fefe  02d674ab3ea3  ms/fuse: Wake up req->waitq of only if not background
match  01ff28d73f90  275b10d8f276  ms/fuse: Add fuse_inode argument to fuse_prepare_release()
match  1357696f39a4  eb6542c96dad  ms/fuse: Convert fc->attr_version into atomic64_t
match  972ba91ff0f5  0d3eff5cbf44  ms/fuse: Introduce fi->lock to protect write related fields
match  228e501791c5  7f93e9455650  ms/fuse: Protect fi->nlookup with fi->lock
match  4338e5c8c370  ef7005d5f4c0  ms/fuse: Protect ff->reserved_req via corresponding fi->lock
match  aa8f1664878a  e5ced33f3d0b  fuse: kaio support
match  6e568bfbc558  a21ee746a555  fuse: Turn writeback cache on
match  62d25322a7d0  df22410e1768  fuse: direct_enable mount option
match  c588cf6fdeaa  ee146c7bc0de  fuse: fuse-ve-odirect sysctl
match  cfcffaaf5938  f641b3c5fab4  fuse: Show active requests in fusectl files
match  51e225738e9c  b03279419711  fuse: Show open files in fusectl
match  afbbd5e30394  650fa03f5ea1  fuse: Fuse ctl file with connection info
match  99ec3b1ff08a  1fd3f82765d0  fuse: some fairness in handling writeback
match  73c5b71467aa  455f847ca821  fuse: Wait for real writeback to finish on file
match  67a8b51dd466  5f2e5acd7760  fuse: reimplement synchronous close
match  2f571e6b6735  3d52eb79c549  fuse: i_size to be updated on first open
match  11fd31eb4909  bf3774e4f32c  fuse: account read/write requests into iostat
match  1e4c91e07c98  79a3850e2ec4  fuse: wire iolimit sleep-hook into directio path.
match  64119fb13e73  6023644040b8  fuse: account directio requests into ioacct
match  b74a71c4c3f2  4413892c655b  fuse: optimize fuse_vma_close()
match  6098c0c2cda0  a21a84dd95a6  fuse: enable async_dio for pcs
match  132e8c08c49e  2074e715c1f5  fuse: improve bdi dirty memory limits for fuse
match  a72de934df5d  9ec688522346  fuse: account read/write requests into iopslimit
match  ad439537764d  f4e7e7926f64  fuse: implement invalidate_files notification
match  a6ba2062c0f9  33a2c9bb0efb  fuse: pass "fc" to fuse_invalidate_files()
match  64f1b9241d4e  a391b245ef68  fuse: cleanups in fuse writeback
match  891307321479  4377e8b6b759  fuse: add missed fuse_file_put()
match  b7a7bc0ba8c5  f065c462f268  fuse: do not use RELEASE on directory
match  40e2a091b73c  d80ad45f1207  fuse: extend report on pstorage errors
match  0e28235367e8  168b2f3c0ea2  fuse: print initialized flag in conn info
match  a99be837531d  9dab10af3363  fuse: make umount synchronous
match  bf21d399c86a  d4a064ca233d  fuse: add mount option to disable close_wait
match  09f2f39e54ef  f68055ac2018  fuse: do not flush files opened ro
match  58f7a46657d0  7da5948633c5  fuse: the list of all opened files
match  a335953ce482  7d79b61e27f0  fuse: add page_cache bit to fuse request
match  23e812cd33fe  2b6317fc896e  fuse: add "killed" bit to fuse request
match  effc832249cc  30e2e8548953  fuse: kill requests on "lost-lease" event
match  9502e031c67f  00f84879301c  fuse: prevent queueing new requests after
match  bb9962d7f2d4  5645164b3759  fuse: skip waiting for fuse writeback
match  4176d9a64fad  4f95641e82ab  fuse: fail lost-lease notification if async_read
match  80ddd8bd52a4  c78ac9ba7e44  fuse: report details of aio failure
match  628d06545d3c  15edb74954b1  fuse: invalidate_files backward compatibility mode
match  d458f2f8fb69  a3e76838f6a4  fuse: fix deadlock in fuse_flush()
match  8d96acf8e9a0  0c662d203f0b  fuse: release cleanup
match  d7fd13bf4319  f1c7626773a7  fuse: virtualize file system
match  be512c2643f7  e2b40b42c73e  fuse: resend interrupted release
match  6f381bfa11ec  6aa59d18b0f9  fuse: increase min/max_dirty_pages up to 256/512 MB
match  622770069263  a530ee987925  fuse: enable synchronous close for both "pstorage://" and "vstorage://" fs types
match  1cccb5c83532  b5de3d647354  fuse: process small sync direct reads synchronously
match  8f9820688ec1  e33c1d85657b  fuse: queue work for aio_complete (v3)
match  ad5654b05d9e  761c49073449  fuse: relax i_mutex coverage in fuse_fsync
match  e930486dea5c  a54baf78c072  fuse: fuse_send_writepage() must check FUSE_S_FAIL_IMMEDIATELY
match  fa68ce5b78b4  b63fc8f605c3  fuse: ratelimint dio complains
match  893579e38bae  cd58c936b74f  fuse: trust server file size unless opened
match  69cf786749f4  ab331a0b1f65  fuse: fuse_blocked_for_wb must check rw_files
match  e76033acce88  6f747c2293d3  fuse: cleanup fuse_wait_on_page_writeback
match  91192f185d2b  068d286d2db2  fuse: fuse_prepare_write() cannot handle page from killed request
match  23b034ead3c0  0dd340b7e77c  fuse: ioctl() to bind fuse device to input queue
match  276f35c3ab07  87ee3212a4ef  fuse: add support for fallocate(FL_ZERO_RANGE)
match  1ed47ef023af  a7628712de62  fuse: fallocate must return error if mode is not supported
match  8c0c568efe99  04475c69c2cc  fuse: ioctl(FIEMAP) support
match  78b06886e2d7  2b6e5869d11a  fuse: skip invalidate_inode_pages2 on truncate
match  771b2e4ea9b8  e69ca16f4135  cbt: introduce changed block tracking
match  c2961fea2851  126f80702512  config.OpenVZ: enable cbt - changed block tracking
match  d0252e3a167f  6e574510b5a7  cbt: factor out alloc_page
match  69b2858bb720  5ebaef6ef55e  cbt: introduce CBT_PAGE_MISSED
match  eac890dd2332  1713ec497d75  cbt: make __blk_cbt_set() smarter
match  8aca36e6476d  f5dee0d77bde  cbt: fix page allocation
match  3e8979f94c19  b30acc36cd69  cbt: add blk_cbt_map_copy_once() helper
match  45d00dae2ae4  9131abcb8857  cbt: add uuid arg to blk_cbt_map_copy_once()
match  cabf91a322b7  d288718a7a9b  cbt: fix cbt->block_max calculation
match  2f1265747833  569c0bd7053a  cbt: fix panic in blk_cbt_map_copy_once()
match  4a2e66931938  34650e0da268  cbt: new api: blk_cbt_map_merge()
match  149e32214365  73303851f47d  cbt: fix possible race on alloc_page()
match  51133ad691ae  d509f8696a3a  cbt: blk_cbt_update_size() should not copy uninitialized data
match  7f455c92d851  c73a757ab44a  cbt: blk_cbt_update_size() must return if cbt->block_max not changed
match  38160f4a2a30  cd8eeb45e599  cbt: don't leak ce_reserved64 in cbt_ito userspace
match  27d01f794778  944d7b31e6f8  cbt: license: put correct copyrights into file headers
match  962d7cdc5e8e  d61f95d72d5d  block: cbt: fix potential deadlock
match  aea34054394e  b96cfbe5049a  cbt: bitmap corruption caused by ipi
match  e9cc2473f843  105ac0c40a96  cbt: selfdeadlock in __blk_cbt_set()
match  bf61a83908ec  183c9832eeaa  ploop: add ploop to the tree
match  2e4fedf28d7e  b20073983914  ploop: fix file->f_count leak in raw_complete_snapshot()
match  8541517aa3cb  823a41d299be  ploop: check error from freeze_bdev
match  3e585f378816  475d20415eac  ploop: generic support of writeback control
match  a3796119f961  dd29ef2c7a0f  ploop: congestion detection
match  1a99aed995cb  6a4bff11a5ce  ploop: port io_kaio module
match  9dfecc57ee21  f0eb2331f7b8  ploop: check ENOSPC callback
match  47f3eaa8afb1  b2205f5c78f0  ploop: support of explicit unplug: start and stop plugging
match  18541d28c05e  f76447c557fa  ploop: support of explicit unplug: unplug callback
match  94cfb656c4e3  ebaa04e0f437  ploop: update i_size on preallocation
match  0f23b307074c  eca72dc76e60  ploop: set PLOOP_MAP_IDENTICAL bit on merge
