# command:
# git-check-rebase --meta rebase_3.10.0-1160.66.1.el7_rh7-3.10.0-1160.76.1.el7.meta --rows-hide-level show_all --columns full vz7.188.x:rh7-3.10.0-1160.66.1.el7..rh7-3.10.0-1160.66.1.vz7.188.11 vz7.189.x:rh7-3.10.0-1160.76.1.el7..2a709cd369f2 > rebase_3.10.0-1160.66.1.el7_rh7-3.10.0-1160.76.1.el7.log
#

<tag>  vz7.188.x     vz7.189.x     SUBJECT
match  360ad0db2fac  b94a5f4186f0  mm/kasan: fix corruptions and false positive reports
match  c516779c6683  981d2aa2cf49  mm/kasan, slub: don't disable interrupts when object leaves quarantine
match  631ffba2eaf1  bf695e86be5c  mm/kasan: get rid of ->alloc_size in struct kasan_alloc_meta
match  ca3b8e541f98  b8d8578021f7  mm/kasan: get rid of ->state in struct kasan_alloc_meta
match  67c2d4eeba50  7028fc9211c0  kasan: improve double-free reports
match  6b51a915fbed  7bde2d47ecea  kasan: avoid overflowing quarantine size on low memory systems
match  7c30c9204426  03cb577b40df  x86, kasan, ftrace: Put APIC interrupt handlers into .irqentry.text
match  de48328cf2e2  4bf76ce4d92d  kasan: remove the unnecessary WARN_ONCE from quarantine.c
match  a7a94536a900  9f5a332b7a43  ms/mm/mempolicy: Add cond_resched() in queue_pages_pte_range()
match  a23f1422295d  14b4d121cf8d  kasan: update kasan_global for gcc 7
match  33fe00137940  bf78e1cbe514  kasan: eliminate long stalls during quarantine reduction
match  f960ed2a53e7  468412f0eae8  kasan: drain quarantine of memcg slab objects
match  25cb60059947  6240b87828bb  kasan: fix races in quarantine_remove_cache()
match  d235eee8d498  faf4652aaf19  ms/mm: mempool: kasan: don't poot mempool objects in quarantine
match  21f701e8e12c  1e2db0c70b6d  ms/kasan: support panic_on_warn
match  3d8aa7173ead  dd1404bd30d7  mm: issue panic() on bad page/pte bugs if panic_on_warn is set
match  333d511134ab  ecd1c31c1a8b  mm/memcg: Don't enable interrupts too soon.
match  9f156a609f2f  4644f0f3b866  memcg: charge kmem allocations accounted to UBC in PCS6 to memcg
match  e646b70bd05c  6739a9ddf8d9  ms/x86/coredump: use pr_reg size, rather that TIF_IA32 flag
match  9248385ecdb3  5f9cf178d0f1  ms/x86/ptrace: down with test_thread_flag(TIF_IA32)
match  3af5b425809e  c8aa40fb0ef3  ms/x86/signal: add SA_{X32,IA32}_ABI sa_flags
match  65fcdf88e17a  06a9ddc42ef1  ms/x86/signal: Remove bogus user_64bit_mode() check from sigaction_compat_abi()
match  3d5dade40bff  985e16fd2846  ms/x86/coredump: Always use user_regs_struct for compat_elf_gregset_t
match  7bde4a326cd6  8affcf646034  ve/audit: allow changing loginuid for VE root
match  a1eb902d10cb  fe3532f0b2be  ms/audit: fix a double fetch in audit_log_single_execve_arg()
match  2f23923d36ff  1b07279e10e3  ve/tty: Disable /dev/console in VE environment
match  60cadd53b81d  c6a455ae063f  ve/tty: vzcon -- Add container dummy console support
match  c1e607cc2742  7009fa172d80  ve/tty: console -- Enhance container console to support per VE ops
match  78228b1a8ef9  264d45e99e5d  ve/tty: vt -- Add dummy stubs
match  82c0b1978358  4cc943da99f3  ve/vt: Drop debug vars from console code
match  1c9b2ad0ff4f  8b2e03456f42  ve/tty: vt -- Fix nil dereference due to race
match  5255ea786245  a55d31e6bdb6  ve/tty: vt -- Implement per VE support for console and terminals
match  67a062bb8def  6b84b385dab1  ve/tty: Use ve_capable in vhangup syscall
match  fb511329aeee  083e9c79054d  ve/vtty: Make indices to match pcs6 scheme
match  1f4c3ad95b20  21c05ac33f2d  ve/vtty: Don't zap termios fields on slave peer
match  af1f8238fe62  3a94629150cf  ve/vtty: n_tty -- Allow write on sole slave vtty peer
match  a46dcee52535  de0b965c2f83  ve/vtty: Don't close unread master peer if slave is nonzero
match  35356418a6e4  4da7ccfdedd7  ve/tty: vtty -- Drop TTY_PINNED_BY_OTHER bit
match  d0356b115416  dc906943d90d  ve/vtty: Don't free console mapping until no clients left
match  00cffb01be53  bc3521a81b5c  ms/tty: Fix unsafe ldisc reference via ioctl(TIOCGETD)
match  ed1a7deb5505  607f2343669a  ms/TTY: n_hdlc, fix lockdep false positive
match  dcda3742f38d  63dd6f1e2954  ms/tty: n_hdlc: get rid of racy n_hdlc.tbuf
match  eef8ace457a0  c190d1b53d1a  ve/kmod: Port autoloading from CT
match  3248b693fb1d  16560dcb4652  ve/kmod: Add rules for autoloading (new) nf_tables
match  aa48d13a3d66  0e2ced1cc4d0  ve/kmod: Add rules for new {ip, ip6, x}table modules
match  19c6cd1ac886  5a9e0a4e210c  ve/kmod: allow to autoload nf_log_ipv[46]
match  5f00dd933bab  6c4213d8e6da  ve/kmod: list of allowed to autoload in CT modules
match  bce1ab5825a8  b8f09224927a  ve/kmod: Add modules to whitelist for c/r sake
match  dc23f05f85e0  f0ff1c5a420d  ve/kmod: Allow netfilter conntrack inside VE
match  ede56001d484  1680d7c21b39  FIXME: to drop: ve/kernel/taint: Port diff-taint-message-enhanced-with-dump
match  0e0f04242997  b825dc82f757  ms/kmod: remove false positive warning "waiting module removal not supported: please upgrade"
match  c8f9382fd9f3  b24dff7820e3  ve/kmod/whitelist: allow overlay fs module autoloading
match  20fb3e3d5f7f  042d26b56e7b  ve/kmod/whitelist: allow dummy module autoloading
match  856e39d02333  a08b3f2ab8fb  ve/kmod/ebtable: allow to autoload ebtable_* modules from inside a CT
match  fea513b5d0d3  fc9c9bc172d3  ve/net/vxlan: enable support and autoload in a container
match  58b368b1fe18  2feefececd0d  ve/net/ipvs: allow IPVS modules autoload in CT
match  624ec2061ce5  50156008522e  ve/netlink: allow IPVS netlink messages to CT init userns
match  6eaf2b7db645  3dbf14641ca3  ve/netfilter/ipset: allow modules autoload
match  8f0bf8b7fb75  9e37516482d3  ve/net/ip6tables: fix autoloading of the ip6table_raw module from CT
match  fda63b5d7b53  b419bf6421cf  ve/modules: allow NFS modules autoload in Containers
match  b4f04ec8311c  21e7ac94d56b  ms/netfilter: ipset: fix ip_set_list allocation failure
match  9c9f4438b79e  be8eac7da3d1  ms/netfilter: account ebt_table_info to kmemcg
match  85652767956a  dc2fa75c40df  ms/net: sock: move ->sk_shutdown out of bitfields
match  6c939847d781  e91d09b2f406  net/af_unix: charge buffers to kmemcg
match  6a16eb7863a4  2c197deb3f8b  ms/af_unix: move unix_mknod() out of bindlock
match  895773c8879d  ba991c8164d7  ms/af_packet: remove a stray tab in packet_set_ring()
match  19e7ba241da3  ec8ccf8e70ce  net: packet: rework rx/tx ring pages accounting
match  29e273c19ee4  ac82dc22eacc  ve/netns: limit number of network namespaces per container
match  43d77349ff52  764d692d4f7e  ve/pid: Export kernel.pid_max via ve cgroup
match  862fdbae063b  7a84d09fd7ce  net: Add ipv6 statistics cpu notifier
match  0dcd692cf45a  2d02daf68e57  net: Allow pass cpu mask into snmp_fold_field{, 64}()
match  749c30430388  34243aee217f  net: Iterate only online cpus in __snmp6_fill_stats64()
match  42b3cdb95f1c  34bfef0a2195  rh/net: add recursion limit to GRO
match  ebf19ff82057  2ee866f9e1ff  ms/net: ip, diag -- Add diag interface for raw sockets
match  c7bf4a963151  5659e1272b09  ms/net: ip, diag: include net/inet_sock.h
match  30449b0190ab  e84b2433b4a2  ms/net: ip, raw_diag -- Use jump for exiting from nested loop
match  470c41758716  97f757799e58  ms/ipv6: add IPV6_HDRINCL option for raw sockets
match  2a5fc9a2acf2  3b13689e10fe  ms/net: raw sockets diag interface compilation fix
match  45112a174580  45f3477b1cad  ms/net: sysctl: fix a kmemleak warning
match  f0aaae12b26a  fce6a35099f9  config.OpenVZ: add and enable INET_RAW_DIAG - RAW: socket monitoring interface
match  4ab7910168c1  62a31a9edb1d  ms/net: prevent of emerging cross-namespace symlinks
match  02054fbccd06  7a0f9833ce0c  ms/net: fix creation adjacent device symlinks
match  51b7343b3fd0  b082644c92bc  ms/neigh: disallow un-init_net to change thresh of neigh
match  b5fd3082d06a  ae5c33dcb371  ms/udp: must lock the socket in udp_disconnect()
match  1378975018a9  3980005e463a  tcp: sendpage should not handle Slab objects
match  efb3f3a27f31  00458f29da15  net: fix false-positive deadlock detection for sk_receive_queue lock
match  1cea206ed0a8  08bac9b3c9ef  ipv6/sit: account and don't WARN on ip_tunnel_prl structs allocation
match  812aceb436d2  125d5bad2b97  core: Add glob_kstat, percpu kstat and account mm stat
match  93cf1e3aec75  6d76d2504acc  sched: Account task_group::cpustat,taskstats,avenrun
match  8abb8ddf94f4  23774558b8bd  ve/mm/kstat: Port diff-ve-kstat-disable-interrupts-around-seqcount-write-lock
match  4f7999ce12ed  5e9f4754eb6e  vzstat: initial patch
match  212ed79aa0ae  25f475852995  block/ploop: export put_io_context_active()
match  f64f84a69c91  bc7853ed6a9a  ext4/ploop: ask ploop about ENOSPC condition
match  37cb34470fa2  95627854974c  blk/ploop: Add BLKPG_GET_PARTITION operation
match  83871e649e7a  8397c13d754a  fs/ext3: check for CAP_SYS_ADMIN, not CAP_SYS_RESOURCE in ext3_ioctl()
match  9b3027b231ab  9e68d0df2090  fs/ext3: add_dirent_to_buf() should return an error, not always 0
match  7714a67fb984  cc3bfd5f9d57  fs/ext4: ext4_ioctl should check for CAP_SYS_ADMIN, not for CAP_SYS_RESOURCE
match  cf9df2fd9ffd  40ee7e43a18b  ext4: Teach the fs where the balloon inode is
match  785a109ae6a7  36a7ba870f62  ext4: Teach statfs to report reduced disk usage
match  99b24f04a2e0  955e6427f4cf  ext4: Don't show the active balloon to user
match  1f66d494becb  87b593781fce  ext4: Provide a balloon nipple for management
match  7a183f41df83  ead457c2dd24  ext4: quarantee rename atomic behavior
match  0cb8347787d6  48df0479be4b  ext4: make data=writeback mode safe
match  2c35f9204fdf  d9c1b7dbbdfb  ext4: pfcache_csum mount option
match  77a8fd74ee13  d7ab90af2577  jbd2: make shure that we do not miss aborted state
match  a5b3f359831a  b169db72575c  ext4: Fix error handling after filesystem abort
match  3de2b3baeff6  419edbb6b293  ext4: update defragmentation codebase
match  53cd7cea4d99  5dc432cfa637  ms/ext4: use ext4_ext_next_allocated_block instead of mext_next_extent
match  cdb44fca2f54  5bc914282d35  ext4: fallocate mode - convert and extend
match  a20edbe3ef8b  ea50b537b391  jbd2: raid amnesia protection for the journal
match  03260114e8be  4a78b265e8c6  ms/vfs: add support for a lazytime mount option
match  136de329f4dd  a90c90900d74  ms/vfs: add find_inode_nowait() function
match  924c2c9fd7cf  f2249fadf9b6  ms/fs: make sure the timestamps for lazytime inodes eventually get written
match  179fe2a50b2b  3ba72d663660  ms/fs: add dirtytime_expire_seconds sysctl
match  62c7e87b47f4  c413e3c460c8  ext4: fix race aio-dio vs freeze_fs
match  76f17abc7ca8  2a5203c58578  ve/ext4: treat panic_on_errors as remount-ro_on_errors in CTs
match  ca03180974fd  c8fb75075654  ms/ext4: improve ext4lazyinit scalability
match  19dc45af2c95  33af4615d5a5  ext4: Discard preallocated block before swap_extents
match  175d4d8967d9  03da558f6ced  ext4: add generic uevent infrastructure
match  213ef4602f6a  7beda2926394  ve/fs/ext4: allow container's root to change immutable attribute.
match  5934e763fbb6  69f1b958b462  ext4: send abort uevent on ext4 journal abort
match  27d01c72e451  809e65e0d53d  ms/ext4: improve extents status tree trace point
match  21043ba79c00  568b1cfc51ad  ve/xfs: add missing ub_io_account_dirty in set_page_dirty
match  9de1d5670823  9926b4f2730b  ext4: ext4_fill_super() should handle register_shriker() errors
match  43c201c35557  b63576cb141a  ms/xfs: convert dquot cache lru to list_lru
match  1389e5b1a72f  cd1c4b862837  ms/xfs: fix dquot isolation hang
match  98a531b986c4  3372b6461c94  ms/xfs_qm: lost hunk from "ms/list_lru: introduce list_lru_shrink_{count,walk}"
match  f65431fb0a00  54ea84558384  ms/xfs_qm: lost hunk from "ms/list_lru: add helpers to isolate items"
match  a0a3a012f9b6  47b747a1bbd8  Revert: [fs] xfs: rework buffer dispose list tracking
match  447c7a478c04  3c9027cd9404  ms/xfs: convert buftarg LRU to generic code
match  e849a9faf7ca  fc7492fba158  ms/xfs-convert-buftarg-lru-to-generic-code-fix
match  665203d7e645  c33a07ce9b32  ms/xfs: rework buffer dispose list tracking
match  997f00f8f96f  a98a3d1ed372  xfs: allow to mount xfs fs inside a Container
match  c91c3dad356c  a5f87c535d7f  ms/vfs: reinitialize error for resetart in prepend_path as in ms
match  1d70bd8d246b  bb626093685a  ms/vfs: Remove second variable named error in __dentry_path
match  915b1590eb2f  109606d73284  pfcache: add generic mapping peers
match  43c18e8306ea  4512ef69070b  pfcache: add hashed peers for ext4
match  c42af2c5bb8b  8710bc7ae61a  pfcache: iterate peer list only for shared pages
match  1e46f2c76542  89b57154a2a1  ext4: add mfsync support
match  971d413a83b4  a8469d3ee981  ext4: Add ioctl EXT4_IOC_SET_RSV_BLOCKS V2
match  6723f98505c9  5562026db3b9  ms/ext4: add optimization for the lazytime mount option
match  f90bac51cb65  2375833c6a1e  ms/ext4: fix lazytime optimization
match  032d6e25e259  71cee950c9e4  pfcache/ext4: drop pfcache csum on fallocate
match  c74bd37a5b3e  f1cf54a6cc82  pfcache: do not account peer files to memcg
match  40627a00dca2  e03f374ad12d  rh/ext4: release leaked posix acl in ext4_acl_chmod
match  dbcbe19a2b1d  934a454fb8ee  rh/ext4: release leaked posix acl in ext4_xattr_set_acl
match  fe8bd0fdaa1c  b769e20e4790  ext4: don't iterate over sbi->s_es_list more than the number of elements
match  c10403235db6  3c763b7abb47  ve/xattr: prohibit getxattr/setxattr trusted.pfcache
match  033fe1f794f8  e25954b820af  ve/xattr: allow to set trusted.xxx for container admin
match  f23ec0035301  f7cf7a53ac8b  pfcache: hide trusted.pfcache from listxattr
match  9f2bb3a135ff  ad73b0c347bb  pfcache/ub: account pfcache peer files in ub0
match  163e892448d5  1d31d4552b57  pfcache/fork: don't inherit vm_private_data on fork
match  d1f36c7ddb36  9770ea52a6ab  mm/iolimits: fix double I/O accounting for iolimits
match  97e1445614f0  94b23e76c334  sched/vziolimit: Port diff-fairsched-do-not-account-iothrottled-tasks-in-loadavg-core
match  8720279a88b0  b7837f9ceed2  vziolimit: Add vziolimit driver
match  d0d6ba29e26d  a00b21633419  vziolimit: add bc cgroup control
match  89464ec62a3a  79dc3feb484e  vziolimit: port diff-ubc-iostat-wire-vziolimit-into-deadline-io_scheduler
match  4193dda8bc59  b8319e8e94ad  cfq/vziolimits: add virtinfo hook for vziolimits
match  46bd4dea09fb  7940b1846f73  config.OpenVZ: add "vziolimit" module
match  b91569afc3c7  aa8aa9167b6d  vziolimit/fs/ext4: allow to throttle due to iolimit while reading directory blocks
match  69094f6dd327  ce2d4c3fcf6e  memcg/bc: account dcache size
match  c547235f1fa3  c96ffccc6b8a  mm: memcontrol: add stats for reclaimable and unreclaimable stats
match  1eed0137de1a  2abe6c0fede6  mm/memcg: improve mem_cgroup_dcache_is_low() performance.
match  8ff3a41ee225  bb29deba5a84  mm/memcg: get precise stat2 counters for statistics.
match  38848f74b3e7  c3c44f0609e7  arch: x86: perf_event_intel: do not taint kernel when irq loop is stuck
match  1047c1bc0597  32216df552f7  ve/vdso: x86-64 -- Implement kernel version virtualization
match  f3fb6ec9a8cc  7281aa3d7f7c  ve/vdso: x86-32 -- Implement kernel version virtualization
match  2c083f6e585a  a2305036a330  ve/vdso: x86 -- Eliminate race in vdso allocation, v2
match  a62e9bf7fddc  8edf5a856089  ve/vdso: x86 -- Disable virtualization in native x86-32 mode
match  d89dedff3bb8  8cf804d8a3bf  x86/vdso: Fix build failure with GCC5
match  192d4eb14e89  872cf6cf5035  x86/arch_prctl/vdso: add ARCH_MAP_VDSO_*
match  983f61bdd56a  0e16cce8c677  x86/vdso/prctl: fail if vdso present in ARCH_MAP_VDSO_32
match  39854a559a7d  05b84f8b551c  x86/vdso/prctl: Return size of vdso blob for ARCH_MAP_VDSO_32
match  13aa501e24a8  79c2b58ff8c6  ve/vdso: virtualized monotonic gettime through vdso
match  51795dee6882  2cf5282fbb4c  x86/vdso: Add 64-bit vdso map API
match  de10e3b2cd10  16f297cf9829  x86/mm: Support mremap()'ing vdso vma
match  98b642cfe5bd  f960ef42cca9  ms/x86: standardize mmap_rnd() usage
match  3c34d76a4656  29f7cf146417  ms/x86/mm: Introduce arch_rnd() to compute 32/64 mmap random base
match  3a4cf0e25aa4  ddebf0e36b6c  ms/x86/mm: Add task_size parameter to mmap_base()
match  da07480c4687  24cb8f49edf5  ms/x86/mm: Introduce mmap_compat_base() for 32-bit mmap()
match  7ee79b4c3810  fee8b47e5125  ms/x86/mm: Make mmap(MAP_32BIT) work correctly
match  8b684cf5c894  bdf27921b797  ms/x86/hugetlb: Adjust to the new native/compat mmap bases
match  f0b8fc7d6563  ac4ccd187061  ms/x86/mm: Make in_compat_syscall() work during exec
match  baacd8bb127d  b5a1c73b16b4  ms/mm: introduce kv[mz]alloc helpers
match  09fbf3dd9233  c2d659774e25  ms/mm: memcontrol: use vmalloc fallback for large kmem memcg arrays
match  ebfdd7434d9f  a682ab28090b  mm/memcg: limit page cache in memcg hack
match  5ee5758d1b71  37afabe8b717  ms/mm, thp: Do not make page table dirty unconditionally in touch_p[mu]d()
match  cb8f02817bc1  a9094ff6a400  ms/ipc/shm: handle removed segments gracefully in shm_mmap()
match  604b3435996f  c1e44e04f4a2  ms/asm-generic: drop unused pte_file* helpers
match  30b8b551aaaa  84ded83d4f1e  ms/x86: drop _PAGE_FILE and pte_file()-related helpers
match  d9fb1bad93df  d2147f98ec5b  arch/x86: introduce cpuid override
match  19d0eae1cd98  5b3770d92eb5  arch/x86: only enable cpuid faulting for containers
match  afb10fc55773  8c9ec3480769  arch/x86: disable cpuid faulting on reboot and cpu offline
match  170adc96acf3  d905e145ebed  x86: cpuinfo: Refactor c_start()
match  b0afb408ccf0  5748ffebb619  x86: Show vcpu cpuflags in cpuinfo
match  60d4333d2bbb  5cd7985a5a85  ms/seccomp: add ptrace options for suspend/resume
match  3b03e63344c1  3c9c737784ed  ms/seccomp, ptrace: add support for dumping seccomp filters
match  6772aeb824b3  2bca4fc9bb2d  ve/seccomp, ptrace: Save original BPF program when setting the filer
match  60a8901ee6a6  eb410ec6a201  config.OpenVZ: enable CONFIG_LOCALVERSION_AUTO
match  5e111f47f3cf  1b96d1df6e2d  config.OpenVZ: enable fencing watchdog for HA cluster support
match  8f682faca17c  9dc0dfe83068  x86: "pages zeroing on free" option introduced
match  5a989d8e83e7  94dc3edfaa0d  config.OpenVZ: enable NBD module
match  d9152df4152f  53c078862e8f  config.OpenVZ.debug: Enable audit subsystem in config"
match  2e5b0abefd7c  25b79cf0d679  config.OpenVZ: enable TAP accounting
match  ddaf17d00f91  3668af355fa2  config.OpenVZ: disable RH_KABI_SIZE_ALIGN_CHECKS
match  141cd458ff67  b17074d97c5b  config.OpenVZ.debug: enable panic-on-oops in debug kernel
match  c3287583c6bf  118d7cab844a  drivers/bnx2x: Limit setting of the max mtu
match  e5d5a67b9810  145a55618487  drivers/target/mhvtl: introduce a virtual tape module
match  3acc79260796  af89a0fe7d6d  config.OpenVZ: add mhvtl virtual tape module
match  639fdd2f7470  25032c4d8b54  config.OpenVZ: add more options (disabled) which depend on EXPERT
match  9e769de7f291  5018675ec462  config-vz: add DISABLE_DEV_COREDUMP=n option
match  46ef5450b156  6a2ffacf7dc0  config.OpenVZ: increase default value for vm.mmap_min_addr
match  97467bee1839  55b4bf0e06d6  config: Enable CONFIG_TCM_QLA2XXX module
match  3a8ef8e318f4  fcab8dbf11d5  Kconfig.openvz: force CGROUP_PERF if compiling VZ Containers code
match  ffa14c12291f  969380e55028  rh/drm: fix compilation
match  8e80242c6653  37638bfc65b6  scsi/debug: make scsi error loud
match  31014e1d3468  39eef71da3ba  debug/scsi: debug Scsi_Host recovery
match  f3497711aadc  0a0e20a7b04b  scsi: fix the issue that iscsi_if_rx doesn't parse nlmsg properly
match  322b2c4c469e  205235ebca9b  ms/mvsas: fix misleading indentation
match  440ed99a937c  c37f2f5f4b70  scsi: rollback to reset request in a request timer handler
match  493745e3cba5  c20540c9b17d  ms/scsi: libsas: fix error when getting phy events
match  28e94c9c272e  6c4bfd8fd422  trace: add debug prints to nail down busyloop in tracing_read_pipe
match  c678d3bb1e62  cfa23b26b094  irq: make definition of irq_set_vcpu_affinity() static
match  d5407bc0272e  06e30e9933b6  wait: Teach do_wait() to know entered tasks
match  3532261bb590  cad91ce98ca0  kernel: call task_work_run() before exit_task_namespaces()
match  98a37b2429e5  f0c7398fc23b  license: put correct copyrights into file headers
match  dbc1c40173f5  d5da8cdd67d2  modules: set module author for Virtuozzo modules
match  3f54de54eba4  b2629a6db987  ms/kernel: add kcov code coverage
match  d031893dbc81  3fe8895a6e68  ms/kcov: don't trace the code coverage code
match  df3eb5382bc4  7c61fbc4a2bc  ms/kcov: don't profile branches in kcov
match  2dc034b95a1a  20a9bb99b3a7  ms/kcov: properly check if we are in an interrupt
match  2e64a1127956  97e8e86a0b8f  config.OpenVZ: add kcov code coverage
match  f4206d9b8785  6bd32960d189  kcov: do not instrument lib/stackdepot.c
match  4d460525bbe1  7d84f29f6f84  lib/stackdepot.c: bump stackdepot capacity from 16MB to 128MB
match  9c27146b29dd  b0179c8b133d  sunrpc: add "kill-tasks" proc entry
match  67f85e3ac854  150fa5526c54  sunrpc: bring back SUNRPC task abort logic
match  790ca63a6f93  7676a3c813b2  sunrpc: pending tasks kill helper added
match  4f5dc5a9c936  60184ea10d92  sunrpc: fix race between "kill_tasks" set and actual task killing
match  ae28474097d4  65ace54b9716  sunrpc: use rpc_killall_tasks helper when "kill_tasks" toggle is raised
match  49d9d3c33d2c  09c354e1511d  sunrpc: do not place task to sleep if has to be killed
match  fec5d2d17b71  2852125ff33c  sunrpc: take net from task client only is available
match  c8a5699054fa  c1e518519637  ms/KEYS: don't let add_key() update an uninstantiated key
match  a8325ad4fb6c  419e361894c9  ms/keys: fallback to user_match if type->match is not available.
match  e3b5ebfdec18  9252e73c6733  dm-crypt: add ability to use keys from the kernel key retention service
match  4b45bd4d035d  8952d4b45a35  block/nbd: use REQ_TYPE_DRV_PRIV instead of REQ_TYPE_SPECIAL
match  e8163259b12c  770763ad0d8c  ms/block: fix use-after-free in sys_ioprio_get()
match  c702f2a3dd90  d6627a5084b7  ms/posix_acl: Clear SGID bit when setting file permissions
match  43237e08fb12  7a2305ce380a  ms/kernel/groups: Use __GFP_NOWARN on user triggerable allocation
match  825b5157e7c7  6f10f92cb589  ms/cgroup: fix rmdir EBUSY regression in 3.11
match  603f02561e3c  09cefe6bc8e0  ms/percpu: fix this_cpu_sub() subtrahend casting for unsigneds
match  7541d1b1b895  75f8b74790e5  ms/kernel/groups: Account group_info allocations
match  f57256250441  907b677f510e  ms/iovec: make sure the caller actually wants anything in memcpy_fromiovecend
match  93f4b01af46f  5b7c63d25b55  ms/pvclock: introduce seqcount-like API
match  20eb890eda39  8a0d17e6e20e  ms/xfrm_user: validate XFRM_MSG_NEWAE XFRMA_REPLAY_ESN_VAL replay_window
match  20c9945e1be1  453e1b790975  ms/xfrm_user: validate XFRM_MSG_NEWAE incoming ESN size harder
match  6ae4f5454653  00aff689dec0  ms/ipsec: Fix aborted xfrm policy dump crash
match  13548eb3ee27  e936ee55907f  ms/futex: Fix potential use-after-free in FUTEX_REQUEUE_PI
match  0955177ba44b  03ca48d61b3f  ms/tracing/filter: Do not allow infix to exceed end of string
match  5262bd4213af  f96d1f4782a4  ms/pidns: fix free_pid() to handle the first fork failure
match  c049f9ccd758  d929de01989c  ms/ipc/shm: Fix shmat mmap nil-page protection
match  cbcc4c431584  da24422eb4fa  ms/prctl: Allow local CAP_SYS_ADMIN changing exe_file
match  df47a1f6cf2d  58baf1c2b1bd  ms/pid_ns: Fix race between setns'ed fork() and zap_pid_ns_processes()
match  e63d7506ff03  130e20e639c3  ms/kcmp: add KCMP_EPOLL_TFD mode to compare epoll target files
match  20ebd98e97e1  1fe442679945  ms/procfs: fdinfo: extend information about epoll target files
match  b85efbb9efae  313f395d0776  ms/kcmp: fs/epoll: wrap kcmp code with CONFIG_CHECKPOINT_RESTORE
match  1a5eab73347e  ff5fe099ddaf  ms/kprobes/x86: Return correct length in __copy_instruction()
match  994c8314dd49  eee08a405fd1  ms/ /proc/PID/status: show all sets of pid according to ns
match  0c3d36945cf3  dd6b67a5ac7c  ms/x86/spinlock: Replace ACCESS_ONCE with READ_ONCE
match  27ca55ddd0dd  cbd90130354e  ms/x86/ticketlock: Fix spin_unlock_wait() livelock
match  8a031241d102  ba45122cb222  ms/x86/spinlocks/paravirt: Fix memory corruption on unlock
match  1482125512ad  19e1e63f6c5f  ms/pty: Remove pty_unix98_shutdown()
match  8b6764762777  6974821efd6b  ms/devpts: fix null pointer dereference on failed memory allocation
match  64d56f022f0a  35259ec7a212  ms/workqueue: fix ghost PENDING flag while doing MQ IO
match  db1933355ced  d0e66e951836  ms/x86: Fix norandmaps/ADDR_NO_RANDOMIZE
match  f1c51a8ca1e7  a0c9142f30fb  ms/kernel/kcmp.c: drop branch leftover typo
match  d1435a4bcd84  39d7df7f012f  ms/trylock_super(): replacement for grab_super_passive()
match  bb236717fbb2  27e408673ecd  ms/pidns: fix NULL dereference in __task_pid_nr_ns()
match  8c6514269c94  f2b4c916961a  ms/new helper: wait_event_killable_exclusive()
match  fa6128043923  8fee61471834  ms/module: Optimize __module_address() using a latched RB-tree
match  de49ac648c65  3f35cc17c349  ms/module: Fix load_module() error path
match  87efdc42406d  ec5603132a29  ms/kernel/ucount.c: mark user_header with kmemleak_ignore()
match  a8f1eb7db69f  eb8b4cb5b4cc  connector: bump skb->users before callback invocation
match  e291d0d7db77  0541bfc5f122  connector: remove redundant input callback from cn_dev
match  86533582cde3  7237c2997174  connector: store all private data on VE structure
match  7f1924f64f16  697b7384de42  connector: introduce VE-aware get_cdev() helper
match  0abd72190603  5efe4f1a28f5  connector: per-ve init and fini helpers introduced
match  3a8599fd7582  2bbbd2030343  connector: use device stored in VE
match  555e5b2f6403  b40efaaa57dc  connector: per-ve helpers intoruduced
match  f54e0da64c20  0522c6eafdd5  connector: take cn_already_initialized from VE
match  6e0f8cbf30b2  c6d445e801d9  proc connector: generic proc_event_connector() helper introduced
match  39b4752581c0  0bb2a6e8dcc1  proc connector: use generic event helper for fork event
match  b7114818b693  79f5dda95d7b  proc connector: use generic event helper for exec event
match  e86a348ab7da  a64b2a49b25f  proc connector: use generic event helper for id event
match  ded94693d8cb  c1299ae6600f  proc connector: use generic event helper for sid event
match  19809b04909f  6d099465e699  proc connector: use generic event helper for ptrace event
match  d58d30606169  38dacfa2fef7  proc connector: use generic event helper for comm event
match  013a71a8b644  a91d83f1276b  proc connector: use generic event helper for coredump event
match  dcd7e0bcf71c  775cb7d09fe9  proc connector: use generic event helper for exit event
match  40f5d285cb6d  a9031c5b4527  proc connector: add pid namespace awareness
match  7a624faa9ad2  d83b21bc2b4f  proc connector: add per-ve init and fini foutines
match  fa478f066261  e32c546e6d88  proc connector: call proc-related init and fini routines explicitly
match  94bef201c31d  2f90cd5a3108  proc connector: take number of listeners and per-cpu conters from VE
match  6b6ef48c20c3  c5880ae0af5c  proc connector: pass VE to event fillers
match  409d1e3d4e54  6b5865772779  proc connector: take namespaces from VE
match  cf222511d213  640094232fd6  proc connector: use per-ve netlink sender helper
match  5de4f31cea52  2898027a1e96  proc connector: send events to both VEs if not in VE#0
match  c76b16072224  e64f734875d1  connector: containerize "connector" proc entry
match  5e9668d16e5c  9f65f8d7199f  connector: take VE from socket upon callback
match  ff35f9546d6c  2299c64f30d9  connector: add VE SS hook
match  2a5523dede6c  86d74ae91b38  fence-watchdog: Add fence-watchdog driver
match  c6217f17d1bd  967339a53af4  fence-watchdog: Add xt_wdog_tmo netfilter match
